Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200201,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,4.8,5.1,,,3571,"(38.8272323814, -77.0986800903)",HLTHOUT,CANCER,5101000,51510200201,Cancer (except skin)
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200900,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,7.1,7.7,,,4693,"(38.8260174112, -77.0753544286)",HLTHOUT,CANCER,5101000,51510200900,Cancer (except skin)
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510202001,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,84.2,81.4,86.0,,,2167,"(38.8003540961, -77.0440466152)",PREVENT,DENTAL,5101000,51510202001,Dental Visit
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200702,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,7.4,8.3,,,3910,"(38.8012387817, -77.0668298261)",HLTHOUT,CASTHMA,5101000,51510200702,Current Asthma
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201204,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.9,8.3,9.5,,,2844,"(38.8341143836, -77.0559966466)",HLTHOUT,DIABETES,5101000,51510201204,Diabetes
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200303,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,2.5,3.0,,,4720,"(38.815429607, -77.1260881863)",HLTHOUT,STROKE,5101000,51510200303,Stroke
2017,VA,Virginia,Alexandria,City,BRFSS,Health Outcomes,5101000,Current asthma among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.8,8.7,8.9,,,139966,"(38.8187351557, -77.0867762661)",HLTHOUT,CASTHMA,5101000,,Current Asthma
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200102,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,81.2,78.0,83.9,,,4429,"(38.8333876639, -77.1264548416)",PREVENT,MAMMOUSE,5101000,51510200102,Mammography
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200406,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,3.9,5.0,,,4482,"(38.81168995, -77.1360237582)",HLTHOUT,COPD,5101000,51510200406,COPD
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200303,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.3,10.3,12.4,,,4720,"(38.815429607, -77.1260881863)",HLTHOUT,MHLTH,5101000,51510200303,Mental Health
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200107,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.3,31.3,33.5,,,5766,"(38.8367424173, -77.1054408824)",UNHBEH,SLEEP,5101000,51510200107,Sleep <7 hours
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200405,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.1,7.0,13.7,,,6744,"(38.8077581153, -77.131138421)",HLTHOUT,TEETHLOST,5101000,51510200405,Teeth Loss
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201500,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.3,4.8,,,3602,"(38.8136652847, -77.0649037383)",HLTHOUT,COPD,5101000,51510201500,COPD
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200105,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,28.5,27.7,29.3,,,3777,"(38.8327439856, -77.1133333271)",HLTHOUT,HIGHCHOL,5101000,51510200105,High Cholesterol
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200104,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,64.7,63.7,65.6,,,3963,"(38.8284531703, -77.1224721932)",PREVENT,CHECKUP,5101000,51510200104,Annual Checkup
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200403,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,23.7,25.5,,,1364,"(38.8027737147, -77.1237845659)",UNHBEH,BINGE,5101000,51510200403,Binge Drinking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200104,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.8,32.5,35.1,,,3963,"(38.8284531703, -77.1224721932)",UNHBEH,OBESITY,5101000,51510200104,Obesity
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201300,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,44.5,38.6,49.8,,,3105,"(38.8235664971, -77.0544032467)",PREVENT,COREM,5101000,51510201300,Core preventive services for older men
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200106,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,24.5,26.8,,,3176,"(38.8382384687, -77.1138005033)",UNHBEH,OBESITY,5101000,51510200106,Obesity
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.3,33.8,36.9,,,4272,"(38.8154436244, -77.1078473007)",UNHBEH,SLEEP,5101000,51510200500,Sleep <7 hours
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201801,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,43.5,39.2,47.4,,,5606,"(38.8246145717, -77.0448145724)",PREVENT,COREW,5101000,51510201801,Core preventive services for older women
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510202002,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.7,7.9,9.7,,,2292,"(38.7922359356, -77.0443858106)",HLTHOUT,MHLTH,5101000,51510202002,Mental Health
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201802,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.6,71.7,73.4,,,1992,"(38.8079968936, -77.042893431)",PREVENT,CHECKUP,5101000,51510201802,Annual Checkup
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201202,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,88.3,86.6,89.5,,,3049,"(38.8327237242, -77.0634792242)",PREVENT,PAPTEST,5101000,51510201202,Pap Smear Test
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,68.1,66.8,69.3,,,2797,"(38.838068099, -77.0814858529)",PREVENT,BPMED,5101000,51510201000,Taking BP Medication
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200404,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.3,17.4,19.4,,,3468,"(38.8080757531, -77.1194059499)",HLTHOUT,ARTHRITIS,5101000,51510200404,Arthritis
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201000,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.6,78.7,83.8,,,2797,"(38.838068099, -77.0814858529)",PREVENT,DENTAL,5101000,51510201000,Dental Visit
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201202,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,22.1,23.7,,,3049,"(38.8327237242, -77.0634792242)",UNHBEH,BINGE,5101000,51510201202,Binge Drinking
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200702,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78.6,75.3,80.8,,,3910,"(38.8012387817, -77.0668298261)",PREVENT,DENTAL,5101000,51510200702,Dental Visit
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200302,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.3,13.2,17.5,,,4222,"(38.8200589328, -77.1168077443)",PREVENT,ACCESS2,5101000,51510200302,Health Insurance
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201900,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,83.3,80.3,85.6,,,1679,"(38.8050559014, -77.0508049902)",PREVENT,MAMMOUSE,5101000,51510201900,Mammography
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200303,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,74.7,73.8,75.6,,,4720,"(38.815429607, -77.1260881863)",PREVENT,BPMED,5101000,51510200303,Taking BP Medication
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510202001,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,21.5,24.1,,,2167,"(38.8003540961, -77.0440466152)",UNHBEH,OBESITY,5101000,51510202001,Obesity
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510202002,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,3.9,4.8,,,2292,"(38.7922359356, -77.0443858106)",HLTHOUT,CHD,5101000,51510202002,Coronary Heart Disease
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510202002,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.4,8.5,12.7,,,2292,"(38.7922359356, -77.0443858106)",UNHBEH,CSMOKING,5101000,51510202002,Current Smoking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200302,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.5,2.4,2.6,,,4222,"(38.8200589328, -77.1168077443)",HLTHOUT,KIDNEY,5101000,51510200302,Chronic Kidney Disease
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200102,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.8,17.0,18.7,,,4429,"(38.8333876639, -77.1264548416)",HLTHOUT,ARTHRITIS,5101000,51510200102,Arthritis
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200201,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,47.3,43.0,51.4,,,3571,"(38.8272323814, -77.0986800903)",PREVENT,COREM,5101000,51510200201,Core preventive services for older men
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200900,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,78.2,75.0,80.4,,,4693,"(38.8260174112, -77.0753544286)",PREVENT,COLON_SCREEN,5101000,51510200900,Colorectal Cancer Screening
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201600,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.3,9.3,11.8,,,4893,"(38.8114728602, -77.0516935335)",HLTHOUT,MHLTH,5101000,51510201600,Mental Health
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200600,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,31.8,31.2,32.4,,,4490,"(38.8076623401, -77.100919619)",HLTHOUT,HIGHCHOL,5101000,51510200600,High Cholesterol
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200302,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,4.6,6.1,,,4222,"(38.8200589328, -77.1168077443)",HLTHOUT,COPD,5101000,51510200302,COPD
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200107,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.7,11.1,14.6,,,5766,"(38.8367424173, -77.1054408824)",UNHBEH,CSMOKING,5101000,51510200107,Current Smoking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201500,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.2,2.1,2.4,,,3602,"(38.8136652847, -77.0649037383)",HLTHOUT,KIDNEY,5101000,51510201500,Chronic Kidney Disease
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200407,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,77.7,76.8,78.5,,,3948,"(38.8098126296, -77.1416736408)",PREVENT,BPMED,5101000,51510200407,Taking BP Medication
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201500,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,86.5,85.1,87.4,,,3602,"(38.8136652847, -77.0649037383)",PREVENT,CHOLSCREEN,5101000,51510201500,Cholesterol Screening
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200202,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,7.3,9.2,,,1572,"(38.8170867485, -77.097500358)",HLTHOUT,PHLTH,5101000,51510200202,Physical Health
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200703,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.3,2.2,2.4,,,2769,"(38.7975701151, -77.0542738995)",HLTHOUT,KIDNEY,5101000,51510200703,Chronic Kidney Disease
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201900,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,47.8,41.8,53.0,,,1679,"(38.8050559014, -77.0508049902)",PREVENT,COREW,5101000,51510201900,Core preventive services for older women
2017,VA,Virginia,Alexandria,City,BRFSS,Health Outcomes,5101000,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.2,2.2,2.3,,,139966,"(38.8187351557, -77.0867762661)",HLTHOUT,KIDNEY,5101000,,Chronic Kidney Disease
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200404,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,69.3,68.3,70.1,,,3468,"(38.8080757531, -77.1194059499)",PREVENT,CHECKUP,5101000,51510200404,Annual Checkup
2016,VA,Virginia,Alexandria,City,BRFSS,Unhealthy Behaviors,5101000,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.9,31.6,32.1,,,139966,"(38.8187351557, -77.0867762661)",UNHBEH,SLEEP,5101000,,Sleep <7 hours
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200701,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.9,28.2,32.1,,,653,"(38.804204347, -77.0824776641)",UNHBEH,SLEEP,5101000,51510200701,Sleep <7 hours
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201203,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.2,18.4,25.8,,,7165,"(38.8407594949, -77.0631627995)",UNHBEH,CSMOKING,5101000,51510201203,Current Smoking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.0,2.6,3.6,,,2797,"(38.838068099, -77.0814858529)",HLTHOUT,COPD,5101000,51510201000,COPD
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201100,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.0,4.2,11.3,,,2871,"(38.8364282407, -77.0724624991)",HLTHOUT,TEETHLOST,5101000,51510201100,Teeth Loss
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200106,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,34.0,24.8,43.0,,,3176,"(38.8382384687, -77.1138005033)",PREVENT,COREW,5101000,51510200106,Core preventive services for older women
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201802,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87.2,84.8,89.2,,,1992,"(38.8079968936, -77.042893431)",PREVENT,PAPTEST,5101000,51510201802,Pap Smear Test
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200403,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,4.1,4.7,,,1364,"(38.8027737147, -77.1237845659)",HLTHOUT,DIABETES,5101000,51510200403,Diabetes
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200500,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.3,17.6,19.0,,,4272,"(38.8154436244, -77.1078473007)",UNHBEH,BINGE,5101000,51510200500,Binge Drinking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201300,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.7,14.1,18.0,,,3105,"(38.8235664971, -77.0544032467)",UNHBEH,LPA,5101000,51510201300,Physical Inactivity
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201801,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.4,6.9,7.9,,,5606,"(38.8246145717, -77.0448145724)",HLTHOUT,DIABETES,5101000,51510201801,Diabetes
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201801,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,46.2,40.4,51.4,,,5606,"(38.8246145717, -77.0448145724)",PREVENT,COREM,5101000,51510201801,Core preventive services for older men
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200103,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.0,26.9,31.1,,,7151,"(38.8225377932, -77.1357399715)",UNHBEH,LPA,5101000,51510200103,Physical Inactivity
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200701,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.0,0.9,1.1,,,653,"(38.804204347, -77.0824776641)",HLTHOUT,STROKE,5101000,51510200701,Stroke
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200801,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,86.8,86.0,87.6,,,2553,"(38.8165993378, -77.0808788508)",PREVENT,CHOLSCREEN,5101000,51510200801,Cholesterol Screening
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201300,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.2,76.6,82.6,,,3105,"(38.8235664971, -77.0544032467)",PREVENT,DENTAL,5101000,51510201300,Dental Visit
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200404,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5.3,5.7,,,3468,"(38.8080757531, -77.1194059499)",HLTHOUT,CANCER,5101000,51510200404,Cancer (except skin)
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.8,25.5,28.3,,,3602,"(38.8136652847, -77.0649037383)",UNHBEH,SLEEP,5101000,51510201500,Sleep <7 hours
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200801,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,42.5,38.8,46.0,,,2553,"(38.8165993378, -77.0808788508)",PREVENT,COREW,5101000,51510200801,Core preventive services for older women
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510201500,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.7,18.9,20.4,,,3602,"(38.8136652847, -77.0649037383)",UNHBEH,BINGE,5101000,51510201500,Binge Drinking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200702,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,21.8,24.3,,,3910,"(38.8012387817, -77.0668298261)",UNHBEH,OBESITY,5101000,51510200702,Obesity
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200404,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,49.0,41.6,56.1,,,3468,"(38.8080757531, -77.1194059499)",PREVENT,COREM,5101000,51510200404,Core preventive services for older men
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510201000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,68.1,67.1,69.2,,,2797,"(38.838068099, -77.0814858529)",PREVENT,CHECKUP,5101000,51510201000,Annual Checkup
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201203,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.7,2.6,2.8,,,7165,"(38.8407594949, -77.0631627995)",HLTHOUT,CANCER,5101000,51510201203,Cancer (except skin)
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200900,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.6,14.7,18.8,,,4693,"(38.8260174112, -77.0753544286)",UNHBEH,LPA,5101000,51510200900,Physical Inactivity
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Unhealthy Behaviors,5101000-51510200600,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.1,13.9,18.2,,,4490,"(38.8076623401, -77.100919619)",UNHBEH,CSMOKING,5101000,51510200600,Current Smoking
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200405,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,23.8,23.3,24.4,,,6744,"(38.8077581153, -77.131138421)",HLTHOUT,HIGHCHOL,5101000,51510200405,High Cholesterol
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200500,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74.5,72.3,76.5,,,4272,"(38.8154436244, -77.1078473007)",PREVENT,CHOLSCREEN,5101000,51510200500,Cholesterol Screening
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200802,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.6,10.4,15.2,,,2909,"(38.8087487417, -77.0763890219)",PREVENT,ACCESS2,5101000,51510200802,Health Insurance
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200405,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.5,7.7,9.3,,,6744,"(38.8077581153, -77.131138421)",HLTHOUT,PHLTH,5101000,51510200405,Physical Health
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200107,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,84.0,82.6,85.3,,,5766,"(38.8367424173, -77.1054408824)",PREVENT,MAMMOUSE,5101000,51510200107,Mammography
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200301,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,23.6,23.0,24.2,,,3103,"(38.8261060603, -77.1164492983)",HLTHOUT,HIGHCHOL,5101000,51510200301,High Cholesterol
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510201203,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.4,13.5,15.1,,,7165,"(38.8407594949, -77.0631627995)",HLTHOUT,ARTHRITIS,5101000,51510201203,Arthritis
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200103,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,85.0,83.3,86.6,,,7151,"(38.8225377932, -77.1357399715)",PREVENT,PAPTEST,5101000,51510200103,Pap Smear Test
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200301,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.2,20.3,22.1,,,3103,"(38.8261060603, -77.1164492983)",HLTHOUT,BPHIGH,5101000,51510200301,High Blood Pressure
2016,VA,Virginia,Alexandria,Census Tract,BRFSS,Prevention,5101000-51510200701,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,73.3,69.1,76.2,,,653,"(38.804204347, -77.0824776641)",PREVENT,COLON_SCREEN,5101000,51510200701,Colorectal Cancer Screening
2017,VA,Virginia,Alexandria,Census Tract,BRFSS,Health Outcomes,5101000-51510200106,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.5,8.1,9.3,,,3176,"(38.8382384687, -77.1138005033)",HLTHOUT,CASTHMA,5101000,51510200106,Current Asthma
2017,VA,Virginia,Alexandria,City,BRFSS,Prevention,5101000,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.5,80.3,80.8,,,139966,"(38.8187351557, -77.0867762661)",PREVENT,CHOLSCREEN,5101000,,Cholesterol Screening
