Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009301,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.5,31.6,33.5,,,3143,"(38.9307337568, -76.9863910021)",HLTHOUT,BPHIGH,1150000,11001009301,High Blood Pressure
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001002502,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.8,25.8,27.8,,,5973,"(38.9390531288, -77.0301378132)",UNHBEH,OBESITY,1150000,11001002502,Obesity
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001001402,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,79.1,78.2,80.0,,,2998,"(38.9606051096, -77.0630932091)",PREVENT,BPMED,1150000,11001001402,Taking BP Medication
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001002802,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,67.7,64.2,70.8,,,4277,"(38.9294302133, -77.0346297537)",PREVENT,DENTAL,1150000,11001002802,Dental Visit
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001009507,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.3,28.7,31.9,,,1489,"(38.958501286, -76.9977710356)",UNHBEH,OBESITY,1150000,11001009507,Obesity
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004001,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.6,1.5,1.7,,,3745,"(38.9207358889, -77.0465415653)",HLTHOUT,KIDNEY,1150000,11001004001,Chronic Kidney Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001007407,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.3,31.6,39.0,,,2587,"(38.857466985, -76.9850581951)",UNHBEH,LPA,1150000,11001007407,Physical Inactivity
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001010200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,5.0,4.1,6.2,,,2324,"(38.8824160628, -77.0236944203)",PREVENT,ACCESS2,1150000,11001010200,Health Insurance
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001007504,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.2,15.3,17.1,,,2451,"(38.8610018457, -76.9794089411)",UNHBEH,BINGE,1150000,11001007504,Binge Drinking
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001001100,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.1,6.7,7.6,,,4779,"(38.95724392, -77.0776735816)",HLTHOUT,MHLTH,1150000,11001001100,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009503,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,82.3,81.5,83.1,,,2910,"(38.9434460988, -76.9845275919)",PREVENT,BPMED,1150000,11001009503,Taking BP Medication
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001006802,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,5.2,4.2,6.6,,,2084,"(38.8831749899, -76.9814681769)",PREVENT,ACCESS2,1150000,11001006802,Health Insurance
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001008702,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,25.0,19.4,30.5,,,1599,"(38.914875287, -77.0014628972)",PREVENT,COREM,1150000,11001008702,Core preventive services for older men
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009807,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,33.5,32.4,34.8,,,3072,"(38.8292134165, -77.0117531092)",HLTHOUT,HIGHCHOL,1150000,11001009807,High Cholesterol
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007605,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.7,79.8,83.6,,,3447,"(38.8660433011, -76.9752566331)",PREVENT,CHOLSCREEN,1150000,11001007605,Cholesterol Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001000501,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,61.2,59.6,62.6,,,3376,"(38.9265863021, -77.0517211589)",PREVENT,BPMED,1150000,11001000501,Taking BP Medication
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001003100,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.7,75.9,79.2,,,2885,"(38.9305897622, -77.0254222296)",PREVENT,CHOLSCREEN,1150000,11001003100,Cholesterol Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009901,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.7,4.2,,,2249,"(38.8753463575, -76.9553331484)",HLTHOUT,KIDNEY,1150000,11001009901,Chronic Kidney Disease
2016,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001009905,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,45.8,43.7,47.7,,,2795,"(38.8843187043, -76.9250526037)",UNHBEH,SLEEP,1150000,11001009905,Sleep <7 hours
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004701,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.7,10.2,11.4,,,3986,"(38.9041360314, -77.0136463819)",HLTHOUT,CASTHMA,1150000,11001004701,Current Asthma
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001006500,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,82.0,79.5,84.1,,,2531,"(38.8838117539, -77.0033906634)",PREVENT,MAMMOUSE,1150000,11001006500,Mammography
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001003200,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,81.5,78.5,84.1,,,4913,"(38.9322677462, -77.0211715256)",PREVENT,MAMMOUSE,1150000,11001003200,Mammography
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001007301,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.6,12.1,17.2,,,3012,"(38.8407214661, -77.023048405)",UNHBEH,CSMOKING,1150000,11001007301,Current Smoking
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001006400,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,16.9,13.4,20.8,,,2139,"(38.8686898335, -77.0114952748)",PREVENT,COREW,1150000,11001006400,Core preventive services for older women
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001010600,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,11.0,12.2,,,3933,"(38.9033049952, -77.003330428)",HLTHOUT,ARTHRITIS,1150000,11001010600,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001004001,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.2,79.1,82.5,,,3745,"(38.9207358889, -77.0465415653)",PREVENT,CHOLSCREEN,1150000,11001004001,Cholesterol Screening
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009904,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,21.8,17.1,27.5,,,2243,"(38.8851565661, -76.9311361548)",PREVENT,COREM,1150000,11001009904,Core preventive services for older men
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007304,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,21.0,16.8,26.1,,,3546,"(38.8408793676, -76.9851734491)",PREVENT,COREM,1150000,11001007304,Core preventive services for older men
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009505,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.2,24.3,34.2,,,2630,"(38.9619641461, -77.00519921)",PREVENT,COREM,1150000,11001009505,Core preventive services for older men
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001000502,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.0,7.1,9.3,,,3189,"(38.928354735, -77.0595624327)",HLTHOUT,MHLTH,1150000,11001000502,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001001001,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.3,6.1,6.6,,,7436,"(38.9489550754, -77.0884651956)",HLTHOUT,CANCER,1150000,11001001001,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001005301,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,59.4,58.3,60.3,,,5051,"(38.9107790031, -77.0389514661)",PREVENT,BPMED,1150000,11001005301,Taking BP Medication
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001000701,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,74.9,72.9,76.6,,,4620,"(38.9295439603, -77.076667174)",PREVENT,COLON_SCREEN,1150000,11001000701,Colorectal Cancer Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008301,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.5,9.9,11.1,,,2279,"(38.8970373408, -77.0008008935)",HLTHOUT,ARTHRITIS,1150000,11001008301,Arthritis
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001002801,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,24.9,20.7,28.9,,,3773,"(38.9349477555, -77.0345165596)",PREVENT,COREW,1150000,11001002801,Core preventive services for older women
2016,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009804,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,27.6,20.0,36.1,,,2473,"(38.8396610899, -76.9978352709)",HLTHOUT,TEETHLOST,1150000,11001009804,Teeth Loss
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002001,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.2,3.0,3.4,,,2340,"(38.9593416105, -77.0359287407)",HLTHOUT,KIDNEY,1150000,11001002001,Chronic Kidney Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001003500,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.3,10.8,16.4,,,3740,"(38.9223788335, -77.0243413499)",HLTHOUT,MHLTH,1150000,11001003500,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001004902,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.2,7.1,12.0,,,2690,"(38.9058868044, -77.0243932088)",PREVENT,ACCESS2,1150000,11001004902,Health Insurance
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001001902,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,27.0,23.0,31.2,,,1969,"(38.9639666631, -77.0156075435)",PREVENT,COREW,1150000,11001001902,Core preventive services for older women
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001003600,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,66.7,65.4,68.0,,,4208,"(38.9236739747, -77.0296266678)",PREVENT,BPMED,1150000,11001003600,Taking BP Medication
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009505,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,83.0,79.9,85.9,,,2630,"(38.9619641461, -77.00519921)",PREVENT,MAMMOUSE,1150000,11001009505,Mammography
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007709,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,5.6,6.0,,,2007,"(38.8773707663, -76.9678810881)",HLTHOUT,CANCER,1150000,11001007709,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001010900,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,6.6,9.1,,,3211,"(38.8116201244, -77.0248889119)",HLTHOUT,COPD,1150000,11001010900,COPD
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001010900,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.0,12.1,15.8,,,3211,"(38.8116201244, -77.0248889119)",HLTHOUT,PHLTH,1150000,11001010900,Physical Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004902,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.6,18.7,20.7,,,2690,"(38.9058868044, -77.0243932088)",HLTHOUT,BPHIGH,1150000,11001004902,High Blood Pressure
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009507,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.7,4.5,,,1489,"(38.958501286, -76.9977710356)",HLTHOUT,KIDNEY,1150000,11001009507,Chronic Kidney Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001002001,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,19.8,21.0,,,2340,"(38.9593416105, -77.0359287407)",UNHBEH,BINGE,1150000,11001002001,Binge Drinking
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009811,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,4.5,5.5,,,4365,"(38.8266497689, -76.9984610365)",HLTHOUT,STROKE,1150000,11001009811,Stroke
2016,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001002701,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.3,32.9,36.1,,,5233,"(38.9344557666, -77.0416616176)",UNHBEH,SLEEP,1150000,11001002701,Sleep <7 hours
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001009302,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,21.4,22.3,,,1189,"(38.9251124053, -76.99085334)",UNHBEH,BINGE,1150000,11001009302,Binge Drinking
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001000702,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.3,1.2,1.5,,,3364,"(38.9241066882, -77.0778120531)",HLTHOUT,STROKE,1150000,11001000702,Stroke
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001001803,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.6,80.4,82.8,,,3514,"(38.9670714952, -77.0397349624)",PREVENT,CHOLSCREEN,1150000,11001001803,Cholesterol Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002900,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.7,8.1,9.3,,,3962,"(38.9338466308, -77.0298980442)",HLTHOUT,CASTHMA,1150000,11001002900,Current Asthma
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009903,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.5,79.3,83.5,,,1851,"(38.8882874396, -76.9211942041)",PREVENT,CHOLSCREEN,1150000,11001009903,Cholesterol Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009804,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,79.7,77.7,81.5,,,2473,"(38.8396610899, -76.9978352709)",PREVENT,CHOLSCREEN,1150000,11001009804,Cholesterol Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008302,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.8,1.6,2.0,,,2206,"(38.8963061489, -76.9966527047)",HLTHOUT,STROKE,1150000,11001008302,Stroke
2016,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001006700,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,4.7,3.3,7.9,,,3775,"(38.8875982141, -76.989959719)",HLTHOUT,TEETHLOST,1150000,11001006700,Teeth Loss
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007903,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,4.3,5.6,,,1774,"(38.8963838241, -76.9743348061)",HLTHOUT,CHD,1150000,11001007903,Coronary Heart Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008402,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.0,4.4,,,2149,"(38.8986055682, -76.9910793891)",HLTHOUT,COPD,1150000,11001008402,COPD
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008301,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.1,1.9,2.3,,,2279,"(38.8970373408, -77.0008008935)",HLTHOUT,CHD,1150000,11001008301,Coronary Heart Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002302,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,5.0,7.8,,,2036,"(38.9338959682, -77.0108784659)",HLTHOUT,STROKE,1150000,11001002302,Stroke
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001002701,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,4.2,4.5,,,5233,"(38.9344557666, -77.0416616176)",HLTHOUT,CANCER,1150000,11001002701,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007807,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.0,12.9,15.0,,,2139,"(38.8985726799, -76.9210476683)",HLTHOUT,DIABETES,1150000,11001007807,Diabetes
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001005301,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,70.1,69.1,71.1,,,5051,"(38.9107790031, -77.0389514661)",PREVENT,CHECKUP,1150000,11001005301,Annual Checkup
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009201,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,11.5,12.8,,,1976,"(38.9287750097, -76.9989366771)",HLTHOUT,ARTHRITIS,1150000,11001009201,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001001500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.8,17.7,19.9,,,5911,"(38.9734985608, -77.0540766327)",UNHBEH,OBESITY,1150000,11001001500,Obesity
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001000600,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.8,16.2,17.4,,,4539,"(38.9362932029, -77.0664969011)",HLTHOUT,ARTHRITIS,1150000,11001000600,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007404,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.7,5.8,7.6,,,3310,"(38.8503102279, -76.9820302095)",HLTHOUT,COPD,1150000,11001007404,COPD
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001001901,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,28.1,24.5,32.4,,,4016,"(38.9646861836, -77.0236318265)",PREVENT,COREM,1150000,11001001901,Core preventive services for older men
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001004300,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.4,78.3,81.7,,,3255,"(38.9168035115, -77.0341509587)",PREVENT,CHOLSCREEN,1150000,11001004300,Cholesterol Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001006202,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,33,"(38.8805272496, -77.0353827912)",UNHBEH,LPA,1150000,11001006202,Physical Inactivity
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008804,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.9,4.8,5.1,,,2412,"(38.9102340252, -76.9812278031)",HLTHOUT,CANCER,1150000,11001008804,Cancer (except skin)
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007601,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,61.3,56.9,65.5,,,4355,"(38.8715102905, -76.9799978917)",PREVENT,COLON_SCREEN,1150000,11001007601,Colorectal Cancer Screening
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001006400,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.0,15.8,20.1,,,2139,"(38.8686898335, -77.0114952748)",HLTHOUT,MHLTH,1150000,11001006400,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007807,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.6,4.2,,,2139,"(38.8985726799, -76.9210476683)",HLTHOUT,KIDNEY,1150000,11001007807,Chronic Kidney Disease
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004400,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1.2,1.1,1.3,,,4572,"(38.9170144539, -77.0275918943)",HLTHOUT,STROKE,1150000,11001004400,Stroke
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001009204,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.4,80.7,82.1,,,2557,"(38.923413086, -76.9987667506)",PREVENT,CHECKUP,1150000,11001009204,Annual Checkup
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001008701,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.8,7.0,8.7,,,2407,"(38.9140985417, -77.0062781095)",HLTHOUT,DIABETES,1150000,11001008701,Diabetes
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001004400,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,8.5,9.2,,,4572,"(38.9170144539, -77.0275918943)",HLTHOUT,ARTHRITIS,1150000,11001004400,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001007100,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,71.1,69.7,72.4,,,2911,"(38.8771309137, -76.987125306)",PREVENT,BPMED,1150000,11001007100,Taking BP Medication
2017,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001000502,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,4.0,3.2,5.4,,,3189,"(38.928354735, -77.0595624327)",PREVENT,ACCESS2,1150000,11001000502,Health Insurance
2017,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001006400,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,39.9,36.0,43.5,,,2139,"(38.8686898335, -77.0114952748)",UNHBEH,LPA,1150000,11001006400,Physical Inactivity
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009501,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.5,3.4,3.6,,,5797,"(38.9418249919, -77.0029267109)",HLTHOUT,CANCER,1150000,11001009501,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001001901,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.8,9.0,10.8,,,4016,"(38.9646861836, -77.0236318265)",HLTHOUT,MHLTH,1150000,11001001901,Mental Health
2016,DC,District of C,Washington,Census Tract,BRFSS,Unhealthy Behaviors,1150000-11001001901,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.7,37.2,40.2,,,4016,"(38.9646861836, -77.0236318265)",UNHBEH,SLEEP,1150000,11001001901,Sleep <7 hours
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001011100,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,22.9,26.0,,,4859,"(38.9161214423, -76.9665022869)",HLTHOUT,ARTHRITIS,1150000,11001011100,Arthritis
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001005301,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.0,7.6,8.9,,,5051,"(38.9107790031, -77.0389514661)",HLTHOUT,MHLTH,1150000,11001005301,Mental Health
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001007100,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.0,3.9,4.2,,,2911,"(38.8771309137, -76.987125306)",HLTHOUT,CANCER,1150000,11001007100,Cancer (except skin)
2017,DC,District of C,Washington,Census Tract,BRFSS,Health Outcomes,1150000-11001009801,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.0,8.6,11.4,,,1575,"(38.833834401, -76.9963776795)",HLTHOUT,COPD,1150000,11001009801,COPD
2016,DC,District of C,Washington,Census Tract,BRFSS,Prevention,1150000-11001011000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,39.0,35.2,42.7,,,3715,"(38.8688417474, -77.0180491156)",PREVENT,COREM,1150000,11001011000,Core preventive services for older men
